,text,likes,dislikes
120,"i hope someday world wouldnt be so stup1d...<br>ruining his life for this!!! He even can face 4 years in JAIL!!!!! are you kidding me?? <br> LOL!!!<br>I am very glad there are people that think like me. But the majority are just cowards without any common sense in their stup1d heads!<br><br>My neighbour that destroyed my nerves and made me taking antidepressants because of him being very loud everyday, and HE HAS THE RIGHT TO BE LOUD IN A BLOCK WITH 40 APPARTMENTS! <br>Police said, we can do nothing!!!<br><br>This man kissing on emotions of winning another player that is also smilling and being happy = destroyed career and facing 4 years in prison!<br>WHAAAAAAAAAAAAT???<br>Your brains guys are sick<br><br>These persons are making so much money by doing nothing than judging others are crazyyyyyy",0,0
121,This outrageous! If he had ill intention he wouldn’t do this before cameras. Do people not have brains?,0,0
122,I watched this plenty of times and people who wanted him fired are irrational fanatics. There is no visible discomfort in this scene.,3,0
123,"Cancel culture is cancer culture. I think part of it is people&#39;s desire to virtue signal by taking someone else down for the slightest infraction. He made a mistake, so what, is that really grounds to end his career? It was only a kiss at an emotional moment. Had a kissed a male player this way, which you see all the time, would he have been cancelled? It&#39;s very unlikely. It the moment she&#39;s a player who won the world cup and he&#39;s emotional. Surely her saying to him afterwards, hey I didn&#39;t enjoy the kiss, in the future can we refrain from kissing please. And him saying of course no problem, I didn&#39;t mean to offend you. Surely that&#39;s how this should have gone? Not cancelling a whole career and life over a 2 second decision at a very emotional moment.",0,0
124,She kissed back and smilled  obviously someone else pressure her to press charges,0,0
125,It&#39;s not that bad. Everything went overboard.,0,0
126,I often wonder if it was blown outta proportion bc it was him doing it. Would she have felt the same way had it been Tom Cruise or let’s say George Clooney.. or a young &amp; handsome guy,0,0
127,"lol eh, just a friendly Embrace, followed by a celebratory Kiss. nothing to see here<br><br><br><br>yeah, said noone ever! 💀",0,0
128,She&#39;s clearly a lesbian and feminist. She should be cancelled.,0,0
129,Getting fired for this?? how about give him a warning  and reprimanding him for his actions instead of taking his livelihood away,0,0
130,It’s fine.  It wasn’t an assault.  He was happy and their culture is more kissy than others.  I don’t think he should have been sacked for it.   She may not have enjoyed it but it’s been blown out of proportion.,0,0
131,"If she didn’t like it, she should’ve moved out of the way.",0,0
132,You can see her smiling at the time she did not pull away or say anything to him and she was holding onto him ???? Its been hyped up out of all proportion 😮,0,0
133,"Do any of you watch football. Kissing, hugging, patting bottoms, and jumping on each other are some of the reactions after a goal or win. Everybody overreacts and is overly sensitive nowadays. He didn&#39;t kiss her for her to enjoy it.  Firing him after they won is just over the top.",0,0
134,I think initially she was fine with it but obviously later when she went home everyone else bought it up and made into an issue because the statement stated &quot;due to increasing pressure&quot;,0,0
135,This world crazy he’s wrong for sure but women get less for lying and accusing a man of rape 😮,0,0
136,She should have just punched him in the face and everything would be about even.,0,0
137,"Here we go again with the WOKE culture, let me guess, now she is traumatized for life and need a weekly therapy session? inappropriate yes ,  definitely not Carrier ending",0,0
138,my god it was in a moment of celebration. This actually insults women who have been sexually assaulted.,0,0
139,She her face doesn’t show that she didn’t enjoy the kiss,0,0
140,"L, i hope he is sued for this",0,0
141,I bet some liberal Cray cray American told her that&#39;s sa 😂,0,0
142,Its the way she laughed and smiled after this act of sexual violence that makes it so sinister.,0,0
143,"Dont latins (spaniard,italian,greek,etc) kiss over everything though???😂",0,0
144,"Did anyone notice her arm, she drew him nearer for the kiss, so I don&#39;t know what the problem is.❤❤❤❤❤❤",0,0
145,Looks like he just about stopped himself from slapping her ass as she walked off,0,0
146,Didn&#39;t do anything wrong,0,0
147,Woman turned on the men 😂😂😂😂 not suprised   absolute joke that woman is  she walked away smiling,0,0
148,me too,0,0
149,"Assault?! Give your heads a shake. He should’ve apologized, he got carried away. Assault is malicious, this isn’t. Was he wrong? Yes. Was it sexual assault? Absolutely not.",1,0
150,absolutely pathetic. just another reason why no one cares about female football.,0,0
151,Bro thinks he is Cassilas,0,0
152,Hang on...this man is facing up to 4 years in prison for this?,1,0
153,Does she have a bf?,0,0
154,Absolutely agree with some of the comments here...she is smiling as she walks away...For a Spanish judge to now get involved and the words &#39;sexual assault&#39; being mentioned are absolutely ridiculous...He lost his job over this...he is not the one who should be ashamed....,0,0
155,"Until now I&#39;d only seen the photo of this and the photo makes it look quite bad. But to be honest having seen what actually happened in real time, I&#39;m sorry but that is nothing.",1,0
156,he didn&#39;t do anything bad.  It’s a pity that the men of Spain were weak in the face of idiotic feminism,0,0
157,"Yep, totally inappropriate.  Uncomfortable to watch. Him grabbing,  clasping, her head so intensely, forcing a kiss on her lips?, yeah. Inappropriate.  Too many perverts and pedo&#39;s in high positions.  But, we need to hear her story perspective.  Too many in positions of power have misused it to force themselves on those under their &quot;guidance ,&quot; &quot; leadership.&quot; A very fine line indeed.",0,0
158,"When people support a man who forces a kiss on a woman, preventing her from making decisions about her own body, we’re in trouble.  Yes, he was excited, I get it.  But this crosses the line.",0,0
159,It was nothing,0,0
160,"when a women did this it is normal, where is justice",0,0
161,What a crock of rubbish.....the Modern Women are evil beast....there was nothing wrong with it....typical woke over reaction...what a pathetic world we now live in.,0,0
162,"People are soo uptight nowadays.  Geesh. They won the World Cup and he got a litle carried away. If he had kissed a male player, dude would have been off put but cool about it. they wouldnt have this much scandal.",0,0
163,"Omg people, we have become so damn sensitive. We have real issues when it comes to sexual assault like boys in high schools going into girls bathrooms and raping them. If you’ve ever been around a Spanish person then you will know they are very loving and give a lot of hugs and kisses. This was a HUGE celebration and he just gave her a peck kiss while laughing and cheering. It’s happened throughout history of sports where people get overjoyed and celebrating and just hug or kiss in celebration. This is not a sexual assault. It was like it was a long drawn out Kiss, or he tried to go further, he just gave her a kiss. She was still laughing and cheering afterward. And then later when her manager and publicists got ahold of her and said this could be huge she then came out with it being sexual assault. But it’s just a peck kiss. He didn’t grab her ass while he did it, he didn’t make out with her he just in a moment of joy and extreme delight got caught up in the moment and gave her a kiss like he probably would anyone. Again Spanish people are very lovey dovey and give loads of kisses to each other. This shouldn’t be news, he shouldn’t be forced to step down.  One split second mistake is ruining this man’s life. And it wasn’t like he grabbed her up by her ass and held her there kissing her and gripping her, he didn’t take her into the locker room and rape her, he just pecked her on the lips. That use to happen all the time between people. Hugs and kisses were a sign of joy and happiness and it wasn’t a big deal. And ok maybe afterwards she thought it was weird and a little inappropriate which I can agree with. But to say this is the same thing as getting raped by a boy dressed as a girl so he can go into the girls bathroom and penetrate and rape the young girls of his school is INSANE!!",0,0
